decision_id,company_name,drug_brand,decision_date,application_number,crosscheck_status,openfda_sponsor_name,openfda_brand_name,openfda_decision_date,openfda_source_url,detail
D048,Sanofi,Qfitlia,2025-03-28,219019,MATCH_DATE_ONLY,GENZYME CORP,QFITLIA,2025-03-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219019,date and brand agree; sponsor wording differs (master 'Sanofi' vs openFDA 'GENZYME CORP') — ownership change or legal-entity name
D050,Novartis AG,Vanrafia,2025-04-02,219208,MATCH,NOVARTIS,VANRAFIA,2025-04-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219208,"date, brand and sponsor all agree with openFDA"
D051,Akeso Inc.,penpulimab-kcqx,2025-04-23,761258,MATCH,AKESO BIOPHARMA,PENPULIMAB KCQX,2025-04-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761258,"date, brand and sponsor all agree with openFDA"
D052,Johnson & Johnson,Imaavy,2025-04-29,761430,MATCH_DATE_ONLY,JANSSEN BIOTECH,IMAAVY,2025-04-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761430,date and brand agree; sponsor wording differs (master 'Johnson & Johnson' vs openFDA 'JANSSEN BIOTECH') — ownership change or legal-entity name
D054,Verastem Oncology,Avmapki Fakzynja Co-Pack,2025-05-08,219616,MATCH,VERASTEM INC,AVMAPKI FAKZYNJA CO-PACK,2025-05-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219616,"date, brand and sponsor all agree with openFDA"
D053,AbbVie,Emrelis,2025-05-14,761384,MATCH,ABBVIE INC,EMRELIS,2025-05-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761384,"date, brand and sponsor all agree with openFDA"
D055,Alcon Inc.,Tryptyr,2025-05-28,217370,MATCH,ALCON LABS INC,TRYPTYR,2025-05-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=217370,"date, brand and sponsor all agree with openFDA"
D057,Merck & Co.,Enflonsia,2025-06-09,761432,MATCH,MERCK SHARP DOHME,ENFLONSIA,2025-06-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761432,"date, brand and sponsor all agree with openFDA"
D056,Nuvation Bio,Ibtrozi,2025-06-11,219713,MATCH,NUVATION,IBTROZI,2025-06-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219713,"date, brand and sponsor all agree with openFDA"
D061,CSL Limited,Andembry,2025-06-16,761367,MATCH,CSL BEHRING LLC,ANDEMBRY,2025-06-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761367,"date, brand and sponsor all agree with openFDA"
D059,Dizal Pharmaceuticals (private at time of approval),Zegfrovy,2025-07-02,219839,MATCH,DIZAL,ZEGFROVY,2025-07-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219839,"date, brand and sponsor all agree with openFDA"
D060,Regeneron Pharmaceuticals,Lynozyfic,2025-07-02,761400,MATCH_DATE_ONLY,"RENGENERON PHARMACEUTICALS, INC.",LYNOZYFIC,2025-07-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761400,"date and brand agree; sponsor wording differs (master 'Regeneron Pharmaceuticals' vs openFDA 'RENGENERON PHARMACEUTICALS, INC.') — ownership change or legal-entity name"
D076,KalVista Pharmaceuticals,Ekterly,2025-07-03,219301,MATCH,KALVISTA,EKTERLY,2025-07-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219301,"date, brand and sponsor all agree with openFDA"
D075,"LEO Pharma (private, foundation-owned)",Anzupgo,2025-07-23,219155,MATCH,LEO PHARMA AS,ANZUPGO,2025-07-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219155,"date, brand and sponsor all agree with openFDA"
D074,PTC Therapeutics,Sephience,2025-07-28,219666,MATCH,PTC THERAP,SEPHIENCE,2025-07-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219666,"date, brand and sponsor all agree with openFDA"
D073,LENZ Therapeutics,Vizz,2025-07-31,218585,MATCH,LENZ THERAP,VIZZ,2025-07-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218585,"date, brand and sponsor all agree with openFDA"
D072,Chimerix Inc.,Modeyso,2025-08-06,219876,MATCH,CHIMERIX,MODEYSO,2025-08-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219876,"date, brand and sponsor all agree with openFDA"
D071,Boehringer Ingelheim (private),Hernexeos,2025-08-08,219042,MATCH,BOEHRINGER INGELHEIM,HERNEXEOS,2025-08-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219042,"date, brand and sponsor all agree with openFDA"
D070,Insmed Incorporated,Brinsupri,2025-08-12,217673,MATCH,INSMED INC,BRINSUPRI,2025-08-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=217673,"date, brand and sponsor all agree with openFDA"
D069,Ionis Pharmaceuticals,Dawnzera,2025-08-21,219407,MATCH,IONIS PHARMS INC,DAWNZERA,2025-08-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219407,"date, brand and sponsor all agree with openFDA"
D068,Sanofi,Wayrilz,2025-08-29,219685,MATCH_DATE_ONLY,GENZYME CORP,WAYRILZ,2025-08-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219685,date and brand agree; sponsor wording differs (master 'Sanofi' vs openFDA 'GENZYME CORP') — ownership change or legal-entity name
D066,Stealth BioTherapeutics,Forzinity,2025-09-19,215244,MATCH,STEALTH BIOTHERAPS,FORZINITY,2025-09-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215244,"date, brand and sponsor all agree with openFDA"
D067,Merck & Co.,Keytruda Qlex,2025-09-19,761467,MATCH,MERCK SHARP DOHME,KEYTRUDA QLEX,2025-09-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761467,"date, brand and sponsor all agree with openFDA"
D064,Crinetics Pharmaceuticals,Palsonify,2025-09-25,219070,MATCH,CRINETICS,PALSONIFY,2025-09-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219070,"date, brand and sponsor all agree with openFDA"
D065,Eli Lilly and Company,Inluriyo,2025-09-25,218881,MATCH,ELI LILLY AND CO,INLURIYO,2025-09-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218881,"date, brand and sponsor all agree with openFDA"
D063,Novartis AG,Rhapsido,2025-09-30,218436,MATCH,NOVARTIS,RHAPSIDO,2025-09-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218436,"date, brand and sponsor all agree with openFDA"
D062,Boehringer Ingelheim (private),Jascayd,2025-10-07,218764,MATCH,BOEHRINGER INGELHEIM,JASCAYD,2025-10-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218764,"date, brand and sponsor all agree with openFDA"
D252,Bayer AG,Lynkuet,2025-10-24,219469,MATCH,BAYER HLTHCARE,LYNKUET,2025-10-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219469,"date, brand and sponsor all agree with openFDA"
D077,UCB S.A.,Kygevvi,2025-11-03,219792,MATCH,UCB INC,KYGEVVI,2025-11-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219792,"date, brand and sponsor all agree with openFDA"
D078,Kura Oncology,Komzifti,2025-11-13,220305,MATCH,KURA,KOMZIFTI,2025-11-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220305,"date, brand and sponsor all agree with openFDA"
D079,Arrowhead Pharmaceuticals,Redemplo,2025-11-18,219947,MATCH,ARROWHEAD,REDEMPLO,2025-11-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219947,"date, brand and sponsor all agree with openFDA"
D080,Bayer AG,Hyrnuo,2025-11-19,219972,MATCH,BAYER HEALTHCARE,HYRNUO,2025-11-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219972,"date, brand and sponsor all agree with openFDA"
D082,Otsuka Holdings (parent) / Visterra (private US subsidiary),Voyxact,2025-11-25,761434,MATCH,OTSUKA PHARM CO LTD,VOYXACT,2025-11-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761434,"date, brand and sponsor all agree with openFDA"
D058,Innoviva Specialty Therapeutics (Innoviva Inc.),Nuzolvence,2025-12-12,219491,MATCH_DATE_ONLY,ENTASIS THERAP,NUZOLVENCE,2025-12-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219491,date and brand agree; sponsor wording differs (master 'Innoviva Specialty Therapeutics (Innoviva Inc.)' vs openFDA 'ENTASIS THERAP') — ownership change or legal-entity name
D081,LIB Therapeutics (private),Lerochol,2025-12-12,761427,MATCH,"LIB THERAPEUTICS, INC.",LEROCHOL,2025-12-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761427,"date, brand and sponsor all agree with openFDA"
D083,Milestone Pharmaceuticals,Cardamyst,2025-12-12,218571,MATCH,MILESTONE PHARMS USA,CARDAMYST,2025-12-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218571,"date, brand and sponsor all agree with openFDA"
D084,GSK plc,Exdensur,2025-12-16,761458,MATCH_DATE_ONLY,GLAXOSMITHKLINE LLC,EXDENSUR,2025-12-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761458,date and brand agree; sponsor wording differs (master 'GSK plc' vs openFDA 'GLAXOSMITHKLINE LLC') — ownership change or legal-entity name
D085,Cytokinetics Incorporated,Myqorzo,2025-12-19,219083,MATCH,CYTOKINETICS,MYQORZO,2025-12-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219083,"date, brand and sponsor all agree with openFDA"
D086,Omeros Corporation,Yartemlea,2025-12-23,761152,MATCH,OMEROS CORP,YARTEMLEA,2025-12-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761152,"date, brand and sponsor all agree with openFDA"
D251,Vanda Pharmaceuticals Inc.,Nereus,2025-12-30,220152,MATCH,VANDA PHARMS INC,NEREUS,2025-12-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220152,"date, brand and sponsor all agree with openFDA"
D087,"Sentynl Therapeutics (wholly owned by Zydus Lifesciences Ltd, India)",Zycubo,2026-01-12,211241,MATCH,SENTYNL THERAPS INC,ZYCUBO,2026-01-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211241,"date, brand and sponsor all agree with openFDA"
D096,"Aurobindo Pharma (parent, India-listed) / Acrotech Biopharma (private US subsidiary)",Adquey,2026-02-12,219474,MATCH,ACROTECH BIOPHARMA,ADQUEY,2026-02-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219474,"date, brand and sponsor all agree with openFDA"
D097,Vanda Pharmaceuticals,Bysanti,2026-02-20,220358,MATCH,VANDA PHARMS INC,BYSANTI,2026-02-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220358,"date, brand and sponsor all agree with openFDA"
D090,"Immedica Pharma AB (private, Sweden)",Loargys,2026-02-23,761211,MATCH,IMMEDICA PHARMA AB,LOARGYS,2026-02-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761211,"date, brand and sponsor all agree with openFDA"
D098,Ascendis Pharma,Yuviwel,2026-02-27,219164,MATCH,ASCENDIS,YUVIWEL,2026-02-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219164,"date, brand and sponsor all agree with openFDA"
D276,Johnson & Johnson (Janssen Biotech),Icotyde,2026-03-17,220149,MATCH,JANSSEN BIOTECH,ICOTYDE,2026-03-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220149,"date, brand and sponsor all agree with openFDA"
D277,Intercept Pharmaceuticals / Alfasigma S.p.A. (current holder) / GSK plc (applicant at approval),Lynavoy,2026-03-17,220295,MATCH,INTERCEPT,LYNAVOY,2026-03-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220295,"date, brand and sponsor all agree with openFDA"
D089,Denali Therapeutics,Avlayah,2026-03-24,761485,MATCH,DENALI THERAPEUTICS INC.,AVLAYAH,2026-03-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761485,"date, brand and sponsor all agree with openFDA"
D275,Corcept Therapeutics Incorporated,Lifyorli,2026-03-25,220641,MATCH,CORCEPT THERAP,LIFYORLI,2026-03-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220641,"date, brand and sponsor all agree with openFDA"
D274,Novo Nordisk A/S,Awiqli,2026-03-26,761326,MATCH,NOVO NORDISK INC,AWIQLI FLEXTOUCH,2026-03-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761326,"date, brand and sponsor all agree with openFDA"
D273,Eli Lilly and Company,Foundayo,2026-04-01,220934,MATCH,ELI LILLY AND CO,FOUNDAYO,2026-04-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220934,"date, brand and sponsor all agree with openFDA"
D272,"Merck & Co., Inc.",Idvynso,2026-04-20,216964,MATCH_DATE_ONLY,MSD,IDVYNSO,2026-04-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216964,"date and brand agree; sponsor wording differs (master 'Merck & Co., Inc.' vs openFDA 'MSD') — ownership change or legal-entity name"
D271,"Rigel Pharmaceuticals, Inc. (current holder) / Arvinas, Inc. + Pfizer (applicant at approval)",Veppanu,2026-05-01,219835,MATCH,RIGEL PHARMS,VEPPANU,2026-05-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219835,"date, brand and sponsor all agree with openFDA"
D091,BeOne Medicines (formerly BeiGene),Beqalzi,2026-05-13,220711,MATCH,BEONE MEDICINES USA,BEQALZI,2026-05-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220711,"date, brand and sponsor all agree with openFDA"
D270,AstraZeneca plc,Baxfendy,2026-05-15,219878,MATCH,ASTRAZENECA AB,BAXFENDY,2026-05-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219878,"date, brand and sponsor all agree with openFDA"
D269,"Gilead Sciences, Inc.",Hepcludex,2026-05-22,761468,MATCH,GILEAD SCIENCES INC,HEPCLUDEX,2026-05-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761468,"date, brand and sponsor all agree with openFDA"
D268,AbbVie Inc.,Decnupaz,2026-05-27,761460,MATCH,ABBVIE INC,DECNUPAZ,2026-05-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761460,"date, brand and sponsor all agree with openFDA"
D266,"Shionogi & Co., Ltd.",Xocova,2026-05-29,220442,MATCH,SHIONOGI,XOCOVA,2026-05-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220442,"date, brand and sponsor all agree with openFDA"
D267,Wockhardt Limited,Zaynich,2026-05-29,220787,MATCH,WOCKHARDT BIO AG,ZAYNICH,2026-05-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220787,"date, brand and sponsor all agree with openFDA"
D099,Haisco Pharmaceutical Group,Cypsedo,2026-05-29,220482,MATCH,HAISCO,CYPSEDO,2026-05-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220482,"date, brand and sponsor all agree with openFDA"
D265,Bayer AG,Ambelvist,2026-06-12,219627,MATCH,BAYER HEALTHCARE,AMBELVIST,2026-06-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219627,"date, brand and sponsor all agree with openFDA"
D088,GSK plc (marketer) / Spero Therapeutics (originator),Utebzi,2026-06-17,215960,MATCH_DATE_ONLY,GLAXOSMITHKLINE,UTEBZI,2026-06-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215960,date and brand agree; sponsor wording differs (master 'GSK plc (marketer) / Spero Therapeutics (originator)' vs openFDA 'GLAXOSMITHKLINE') — ownership change or legal-entity name
D264,"Viridian Therapeutics, Inc.",Lumvoa,2026-06-26,761530,MATCH,VIRIDIAN THERAPEUTICS INC,LUMVOA,2026-06-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761530,"date, brand and sponsor all agree with openFDA"
D263,"Vera Therapeutics, Inc.",Trutakna,2026-07-07,761486,MATCH,VERA THERAPEUTICS INC.,TRUTAKNA,2026-07-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761486,"date, brand and sponsor all agree with openFDA"
D262,Celcuity Inc.,Revtorpyk,2026-07-14,219908,MATCH,CELCUITY,REVTORPYK,2026-07-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219908,"date, brand and sponsor all agree with openFDA"
D261,"Merck & Co., Inc.",Lipfendra,2026-07-15,220848,MATCH_DATE_ONLY,MSD,LIPFENDRA,2026-07-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220848,"date and brand agree; sponsor wording differs (master 'Merck & Co., Inc.' vs openFDA 'MSD') — ownership change or legal-entity name"
D260,"Nuvalent, Inc.",Jideytro,2026-07-22,220185,MATCH,NUVALENT,JIDEYTRO,2026-07-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220185,"date, brand and sponsor all agree with openFDA"
D100,Otsuka Pharmaceutical (parent Otsuka Holdings),Simtriyo,2026-07-24,218145,MATCH,OTSUKA PHARMACEUTICAL CO LTD,SIMTRIYO,2026-07-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218145,"date, brand and sponsor all agree with openFDA"
D259,"Outlook Therapeutics, Inc.",Lytenava,2026-07-24,761320,MATCH,"OUTLOOK THERAPEUTICS, INC.",LYTENAVA,2026-07-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761320,"date, brand and sponsor all agree with openFDA"
D092,Takeda Pharmaceutical Company,Orzeyful,2026-08-05,220860,MATCH,TAKEDA PHARMS USA,ORZEYFUL,2026-08-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220860,"date, brand and sponsor all agree with openFDA"
D257,Bristol Myers Squibb Company,Zenbexus,2026-08-13,221075,MATCH,BRISTOL MYERS SQUIBB,ZENBEXUS,2026-08-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=221075,"date, brand and sponsor all agree with openFDA"
D258,"Lantheus Holdings, Inc.",Tauklarify,2026-08-13,220496,MATCH,CERVEAU LANTHEUS,TAUKLARIFY,2026-08-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220496,"date, brand and sponsor all agree with openFDA"
D256,"Regeneron Pharmaceuticals, Inc.",Pasatru,2026-08-19,761508,MATCH,"REGENERON PHARMACEUTICALS, INC",PASATRU,2026-08-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761508,"date, brand and sponsor all agree with openFDA"
D093,Revolution Medicines,Rasonque,2026-08-26,220910,MATCH,REVOLUTION MEDICINES,RASONQUE,2026-08-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220910,"date, brand and sponsor all agree with openFDA"
D094,Roivant Sciences / Priovant Therapeutics (subsidiary),Lisraya,2026-08-27,220106,MATCH,PRIOVANT THERAP,LISRAYA,2026-08-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220106,"date, brand and sponsor all agree with openFDA"
D095,Takeda Pharmaceutical Company (US rights) / Protagonist Therapeutics (originator),Mimrylo,2026-08-28,220605,MATCH,TAKEDA PHARMS AM,MIMRYLO,2026-08-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220605,"date, brand and sponsor all agree with openFDA"
D255,"Ionis Pharmaceuticals, Inc.",Zanvastro,2026-09-03,220210,MATCH,IONIS PHARMS INC,ZANVASTRO,2026-09-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220210,"date, brand and sponsor all agree with openFDA"
D254,AstraZeneca plc,Etcamah,2026-09-04,220359,MATCH,"ASTRAZENECA PHARMACEUTICALS, LP",ETCAMAH,2026-09-04,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220359,"date, brand and sponsor all agree with openFDA"
