decision_id,year,application_number,application_kind,company_name,openfda_sponsor_name,ticker,exchange,sponsor_resolution_basis,drug_brand,drug_generic,product_details,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,source_url_1,source_url_2,source_url_3,payload_file,payload_sha256_prefix,verification_status,us_investable_class,notes
V27-NDA022087-2009-01-23,2009,NDA022087,NDA,GALDERMA LABS LP,GALDERMA LABS LP,,,UNRESOLVED - no exact match for GALDERMA LABS LP; blank beats guessed,VECTICAL,CALCITRIOL,VECTICAL (OINTMENT TOPICAL),Original Approval (Type 3 - New Dosage Form),2009-01-23,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022087,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022087""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022087 approved 2009-01-23, brand VECTICAL, type Type 3 - New Dosage Form, sponsor GALDERMA LABS LP. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022204-2009-01-27,2009,NDA022204,NDA,ABBVIE,ABBVIE,,,UNRESOLVED - no exact match for ABBVIE; blank beats guessed,GELNIQUE,,GELNIQUE (GEL TRANSDERMAL),Original Approval (Type 3 - New Dosage Form),2009-01-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022204,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022204""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022204 approved 2009-01-27, brand GELNIQUE, type Type 3 - New Dosage Form, sponsor ABBVIE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022287-2009-01-30,2009,NDA022287,NDA,TAKEDA PHARMS USA,TAKEDA PHARMS USA,,,UNRESOLVED - no exact match for TAKEDA PHARMS USA; blank beats guessed,DEXILANT,DEXLANSOPRAZOLE,"DEXILANT (CAPSULE, DELAYED RELEASE ORAL); DEXILANT (CAPSULE, DELAYED RELEASE ORAL)",Original Approval (Type 2 - New Active Ingredient),2009-01-30,TYPE 2,Type 2 - New Active Ingredient,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022287,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022287""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022287 approved 2009-01-30, brand DEXILANT, type Type 2 - New Active Ingredient, sponsor TAKEDA PHARMS USA. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021856-2009-02-13,2009,NDA021856,NDA,TAKEDA PHARMS USA,TAKEDA PHARMS USA,,,UNRESOLVED - no exact match for TAKEDA PHARMS USA; blank beats guessed,ULORIC,FEBUXOSTAT,ULORIC (TABLET ORAL); ULORIC (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2009-02-13,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021856,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021856""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021856 approved 2009-02-13, brand ULORIC, type Type 1 - New Molecular Entity, sponsor TAKEDA PHARMS USA. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA050818-2009-02-13,2009,NDA050818,NDA,HARROW EYE,HARROW EYE,,,UNRESOLVED - no exact match for HARROW EYE; blank beats guessed,TOBRADEX ST,TOBRAMYCIN / DEXAMETHASONE,TOBRADEX ST (SUSPENSION/DROPS OPHTHALMIC),Original Approval (Type 3 - New Dosage Form),2009-02-13,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050818,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA050818""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA050818 approved 2009-02-13, brand TOBRADEX ST, type Type 3 - New Dosage Form, sponsor HARROW EYE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022277-2009-02-27,2009,NDA022277,NDA,MERCK SHARP DOHME,MERCK SHARP DOHME,,,UNRESOLVED - no exact match for MERCK SHARP DOHME; blank beats guessed,TEMODAR,TEMOZOLOMIDE,TEMODAR (POWDER INTRAVENOUS),Original Approval (Type 3 - New Dosage Form),2009-02-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022277,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022277""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022277 approved 2009-02-27, brand TEMODAR, type Type 3 - New Dosage Form, sponsor MERCK SHARP DOHME. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021997-2009-03-13,2009,NDA021997,NDA,VIATRIS,VIATRIS,,,UNRESOLVED - no exact match for VIATRIS; blank beats guessed,EDLUAR,ZOLPIDEM TARTRATE,EDLUAR (TABLET SUBLINGUAL); EDLUAR (TABLET SUBLINGUAL),Original Approval (Type 3 - New Dosage Form),2009-03-13,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021997,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021997""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021997 approved 2009-03-13, brand EDLUAR, type Type 3 - New Dosage Form, sponsor VIATRIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022334-2009-03-30,2009,NDA022334,NDA,NOVARTIS,NOVARTIS,,,UNRESOLVED - no exact match for NOVARTIS; blank beats guessed,AFINITOR,EVEROLIMUS,AFINITOR (TABLET ORAL); AFINITOR (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2009-03-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022334,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022334""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022334 approved 2009-03-30, brand AFINITOR, type Type 1 - New Molecular Entity, sponsor NOVARTIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022268-2009-04-07,2009,NDA022268,NDA,NOVARTIS,NOVARTIS,,,UNRESOLVED - no exact match for NOVARTIS; blank beats guessed,COARTEM,ARTEMETHER AND LUMEFANTRINE,COARTEM (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2009-04-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022268,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022268""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022268 approved 2009-04-07, brand COARTEM, type Type 1 - New Molecular Entity, sponsor NOVARTIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022129-2009-04-09,2009,NDA022129,NDA,SHIONOGI,SHIONOGI,,,UNRESOLVED - no exact match for SHIONOGI; blank beats guessed,ULESFIA,,ULESFIA (LOTION TOPICAL),Original Approval (Type 1 - New Molecular Entity),2009-04-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022129,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022129""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022129 approved 2009-04-09, brand ULESFIA, type Type 1 - New Molecular Entity, sponsor SHIONOGI. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA125289-2009-04-24,2009,BLA125289,BLA,CENTOCOR ORTHO BIOTECH INC,CENTOCOR ORTHO BIOTECH INC,,,UNRESOLVED - no exact match for CENTOCOR ORTHO BIOTECH INC; blank beats guessed,SIMPONI,GOLIMUMAB,SIMPONI (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2009-04-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125289,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA125289""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA125289 approved 2009-04-24, brand SIMPONI, type Type 1 - New Molecular Entity, sponsor CENTOCOR ORTHO BIOTECH INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022154-2009-04-28,2009,NDA022154,NDA,NOVARTIS,NOVARTIS,,,UNRESOLVED - no exact match for NOVARTIS; blank beats guessed,TYZEKA,,TYZEKA (SOLUTION ORAL),Original Approval (Type 3 - New Dosage Form),2009-04-28,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022154,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022154""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022154 approved 2009-04-28, brand TYZEKA, type Type 3 - New Dosage Form, sponsor NOVARTIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA125274-2009-04-29,2009,BLA125274,BLA,IPSEN BIOPHARM LTD,IPSEN BIOPHARM LTD,,,UNRESOLVED - no exact match for IPSEN BIOPHARM LTD; blank beats guessed,DYSPORT,BOTULINUM TOXIN TYPE A,DYSPORT (INJECTABLE INJECTION); DYSPORT (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2009-04-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125274,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA125274""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA125274 approved 2009-04-29, brand DYSPORT, type Type 1 - New Molecular Entity, sponsor IPSEN BIOPHARM LTD. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021918-2009-05-01,2009,NDA021918,NDA,LAB SALVAT,LAB SALVAT,,,UNRESOLVED - no exact match for LAB SALVAT; blank beats guessed,CETRAXAL,,CETRAXAL (SOLUTION/DROPS OTIC),Original Approval (Type 3 - New Dosage Form),2009-05-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021918,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021918""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021918 approved 2009-05-01, brand CETRAXAL, type Type 3 - New Dosage Form, sponsor LAB SALVAT. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA020866-2009-05-05,2009,NDA020866,NDA,VEROSCIENCE,VEROSCIENCE,,,UNRESOLVED - no exact match for VEROSCIENCE; blank beats guessed,CYCLOSET,BROMOCRIPTINE MESYLATE,CYCLOSET (TABLET ORAL),Original Approval (Type 3 - New Dosage Form),2009-05-05,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020866,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020866""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20090101%20TO%2020091231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json,f916c1243b01,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020866 approved 2009-05-05, brand CYCLOSET, type Type 3 - New Dosage Form, sponsor VEROSCIENCE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2009.json SHA prefix f916c1243b01. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
