supplement_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,submission_number,decision_type,decision_date,review_priority,submission_property_type,pharm_class_epc,route,approval_letter_url,label_url,source_url_drugsatfda,source_query_url,verification_status,sponsor_resolution_basis,notes
S2012-NDA022574-1,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),SAFYRAL,DROSPIRENONE/ETHINYL ESTRADIOL/LEVOMEFOLATE CALCIUM AND LEVOMEFOLATE CALCIUM,NDA022574,1,Efficacy Supplement Approval,2012-02-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022574s001ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022574s001lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022574,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022081-14,"Gilead Sciences, Inc.",GILEAD,GILD,NASDAQ,US-LISTED,LETAIRIS,AMBRISENTAN,NDA022081,14,Efficacy Supplement Approval,2012-02-15,STANDARD,,Endothelin Receptor Antagonist [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022081s014ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022081s014lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022081,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-BLA103628-5189,Biogen Inc.,BIOGEN,BIIB,NASDAQ,US-LISTED,AVONEX,INTERFERON BETA-1A,BLA103628,5189,Efficacy Supplement Approval,2012-02-27,STANDARD,,Interferon beta [EPC],INTRAMUSCULAR,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/103628s5189,s5191ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/103628s5189lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103628,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-BLA103628-5191,Biogen Inc.,BIOGEN,BIIB,NASDAQ,US-LISTED,AVONEX,INTERFERON BETA-1A,BLA103628,5191,Efficacy Supplement Approval,2012-02-27,,,Interferon beta [EPC],INTRAMUSCULAR,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/103628s5189,s5191ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/103628s5191lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103628,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021355-3,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),ANGELIQ,DROSPIRENONE AND ESTRADIOL,NDA021355,3,Efficacy Supplement Approval,2012-02-29,STANDARD,,Progestin [EPC]; Estrogen [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021355s003ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021355s003lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021355,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA200678-3,AstraZeneca PLC,ASTRAZENECA AB,AZN,NASDAQ,US-LISTED (ADR),KOMBIGLYZE XR,METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,NDA200678,3,Efficacy Supplement Approval,2012-03-07,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/200678s003,s004ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200678s003s004lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200678,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA200678-4,AstraZeneca PLC,ASTRAZENECA AB,AZN,NASDAQ,US-LISTED (ADR),KOMBIGLYZE XR,METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,NDA200678,4,Efficacy Supplement Approval,2012-03-07,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/200678s003,s004ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200678s003s004lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200678,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA020829-59,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,SINGULAIR,MONTELUKAST SODIUM,NDA020829,59,Efficacy Supplement Approval,2012-03-26,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020829s059,020830s061,021409s036ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020829s059lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020829,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA020830-61,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,SINGULAIR,MONTELUKAST SODIUM,NDA020830,61,Efficacy Supplement Approval,2012-03-26,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020829s059,020830s061,021409s036ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020830s061lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020830,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021409-36,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,SINGULAIR,MONTELUKAST SODIUM,NDA021409,36,Efficacy Supplement Approval,2012-03-26,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020829s059,020830s061,021409s036ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021409s036lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021409,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022187-9,Johnson & Johnson,JANSSEN R AND D,JNJ,NYSE,US-LISTED,ETRAVIRINE,ETRAVIRINE,NDA022187,9,Efficacy Supplement Approval,2012-03-26,PRIORITY,,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022187s009ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022187s009lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022187,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: registry key 'janssen' is contained in sponsor string 'janssen r d' (most specific consistent issuer),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022145-21,Merck & Co.,MSD SUB MERCK,MRK,NYSE,US-LISTED,ISENTRESS,RALTEGRAVIR,NDA022145,21,Efficacy Supplement Approval,2012-03-28,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022145s021,0203045s001ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022145s021,203045s001lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022145,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA203045-1,Merck & Co.,MSD SUB MERCK,MRK,NYSE,US-LISTED,ISENTRESS,RALTEGRAVIR,NDA203045,1,Efficacy Supplement Approval,2012-03-28,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022145s021,0203045s001ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022145s021,203045s001lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203045,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-BLA021536-37,Novo Nordisk A/S,NOVO NORDISK INC,NVO,NYSE,US-LISTED (ADR),LEVEMIR FLEXTOUCH,INSULIN DETEMIR RECOMBINANT,BLA021536,37,Efficacy Supplement Approval,2012-03-29,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021536s037ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021536s037lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021536,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022334-14,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),AFINITOR,EVEROLIMUS,NDA022334,14,Efficacy Supplement Approval,2012-03-30,STANDARD,,Kinase Inhibitor [EPC]; mTOR Inhibitor Immunosuppressant [EPC],ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022334s014,s015ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022334s014s015.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022334,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021829-1,UCB S.A.,UCB INC,NO_US_TICKER,Euronext Brussels,NON-US LISTING ONLY,NEUPRO,ROTIGOTINE,NDA021829,1,Efficacy Supplement Approval,2012-04-02,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021829s001,s002ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021829s001lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021829,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
