orig_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_type,decision_date,chemical_type_code,chemical_type_description,chemical_type_group,review_priority,dosage_form,route,pharm_class_epc,source_url_1,source_url_2,source_query_url,verification_status,sponsor_resolution_basis,notes
O-NDA019798,Sanofi,CHATTEM SANOFI,SNY,NASDAQ,US-LISTED (ADR),NASACORT,TRIAMCINOLONE ACETONIDE 0.055MG/INH,NDA019798,NDA,Original Approval (non-NME),1991-07-11,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"AEROSOL, METERED",NASAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019798,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019798""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019977,XANODYNE PHARMS INC,XANODYNE PHARMS INC,UNRESOLVED,,UNRESOLVED (REVIEW),ORAMORPH SR,MORPHINE SULFATE 100MG,NDA019977,NDA,Original Approval (non-NME),1991-08-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,"TABLET, EXTENDED RELEASE",ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019977,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019977""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'xanodyne',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA019568,Bausch Health Companies Inc.,VALEANT PHARMS NORTH,BHC,NYSE,US-LISTED,DERMATOP,PREDNICARBATE 0.1%,NDA019568,NDA,Original Approval (non-NME),1991-09-23,TYPE 2,Type 2 - New Active Ingredient,Type 2 — New active ingredient,STANDARD,OINTMENT,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019568,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019568""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020027,Bausch Health Companies Inc.,BIOVAIL LABS INTL,BHC,NYSE,US-LISTED,CARDIZEM,DILTIAZEM HYDROCHLORIDE 25MG/VIAL,NDA020027,NDA,Original Approval (non-NME),1991-10-24,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020027,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020027""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019677,PHARMOBEDIENT,PHARMOBEDIENT,UNRESOLVED,,UNRESOLVED (REVIEW),ENLON-PLUS,ATROPINE SULFATE 0.14MG/ML; EDROPHONIUM CHLORIDE 10MG/ML,NDA019677,NDA,Original Approval (non-NME),1991-11-06,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019677,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019677""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'pharmobedient',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA019678,PHARMOBEDIENT,PHARMOBEDIENT,UNRESOLVED,,UNRESOLVED (REVIEW),ENLON-PLUS,ATROPINE SULFATE 0.14MG/ML; EDROPHONIUM CHLORIDE 10MG/ML,NDA019678,NDA,Original Approval (non-NME),1991-11-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019678,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019678""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'pharmobedient',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA020165,Sanofi,CHATTEM SANOFI,SNY,NASDAQ,US-LISTED (ADR),NICODERM CQ,NICOTINE,NDA020165,NDA,Original Approval (non-NME),1991-11-07,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"FILM, EXTENDED RELEASE",TRANSDERMAL,Cholinergic Nicotinic Agonist [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020165,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020165""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020076,Dr. Reddy's Laboratories Ltd,DR REDDYS LABS SA,RDY,NYSE,US-LISTED (ADR),HABITROL,NICOTINE,NDA020076,NDA,Original Approval (non-NME),1991-11-27,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"FILM, EXTENDED RELEASE; Film, Extended Release",TRANSDERMAL,Cholinergic Nicotinic Agonist [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020076,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020076""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020079,EPIC PHARMA LLC,EPIC PHARMA LLC,UNRESOLVED,,UNRESOLVED (REVIEW),METHOTREXATE SODIUM,CALCIUM CHLORIDE 0.154MG/ML; DEXTROSE 0.92MG/ML; GLUTATHIONE DISULFIDE 0.184MG/ML; MAGNESIUM CHLORIDE 0.2MG/ML; POTASSIUM CHLORIDE 0.38MG/ML; SODIUM BICARBONATE 2.1MG/ML; SODIUM CHLORIDE 7.14MG/ML; SODIUM PHOSPHATE 0.42MG/ML,NDA020079,NDA,Original Approval (non-NME),1991-11-27,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION,IRRIGATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020079,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020079""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'epic',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA019890,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,STADOL,BUTORPHANOL TARTRATE 1MG/SPRAY,NDA019890,NDA,Original Approval (non-NME),1991-12-12,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"SPRAY, METERED",NASAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019890,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019890""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020015,Otsuka Holdings Co. Ltd.,OTSUKA ICU MEDCL,NO_US_TICKER,TSE,NON-US LISTING ONLY,AMINOSYN II 10% IN PLASTIC CONTAINER,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, HISTIDINE, PROLINE, SERINE, N-ACETYLTYROSINE, AND GLYCINE",NDA020015,NDA,Original Approval (non-NME),1991-12-19,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,INTRAVENOUS,Amino Acid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020015,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020015""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry match: registry key 'otsuka' is contained in sponsor string 'otsuka icu medcl' (most specific consistent issuer),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA020041,Otsuka Holdings Co. Ltd.,OTSUKA ICU MEDCL,NO_US_TICKER,TSE,NON-US LISTING ONLY,AMINOSYN II 15% IN PLASTIC CONTAINER,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, HISTIDINE, PROLINE, SERINE, N-ACETYLTYROSINE, AND GLYCINE",NDA020041,NDA,Original Approval (non-NME),1991-12-19,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INTRAVENOUS,Amino Acid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020041,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020041""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry match: registry key 'otsuka' is contained in sponsor string 'otsuka icu medcl' (most specific consistent issuer),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019645,Roche Holding AG,ROCHE PALO,NO_US_TICKER,SIX,NON-US LISTING ONLY,TORADOL,KETOROLAC TROMETHAMINE 10MG,NDA019645,NDA,Original Approval (non-NME),1991-12-20,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019645,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019645""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry match: registry key 'roche' is contained in sponsor string 'roche palo' (most specific consistent issuer),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020064,ALMATICA,ALMATICA,UNRESOLVED,,UNRESOLVED (REVIEW),MACROBID,NITROFURANTOIN MONOHYDRATE/MACROCRYSTALLINE,NDA020064,NDA,Original Approval (non-NME),1991-12-24,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CAPSULE,ORAL,Nitrofuran Antibacterial [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020064,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020064""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'almatica',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
